Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
XC174YL_Macrogen_1	63.25778175799081	45.0	151.0	151	27.27272727272727	18848730.0
XC174YL_Macrogen_2	60.35795006639682	46.0	151.0	151	36.36363636363637	18848730.0
XC174_OL_1	58.84965329236928	44.0	150.0	150	18.181818181818183	21494643.0
XC174_OL_2	58.4098094789129	44.0	150.0	150	18.181818181818183	21494643.0
XC174_R_1	71.31324685767467	44.0	150.0	150	18.181818181818183	17284013.0
XC174_R_2	70.39492467985077	44.0	150.0	150	9.090909090909092	17284013.0
XC174_S_1	63.48632197232389	44.0	150.0	150	18.181818181818183	18157003.0
XC174_S_2	62.69798784485468	44.0	150.0	150	18.181818181818183	18157003.0
XC174_YL_1	60.55260515769742	44.0	150.0	150	18.181818181818183	19223304.0
XC174_YL_2	59.41004379740107	44.0	150.0	150	18.181818181818183	19223304.0
XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_1	61.67506910382109	44.0	150.0	150	18.181818181818183	29627394.0
XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_2	60.412658822740894	44.0	150.0	150	9.090909090909092	29627394.0
XC618_F_MKRN250017680-1A_22VTVNLT4_L4_1	68.02670092298165	44.0	150.0	150	9.090909090909092	39651686.0
XC618_F_MKRN250017680-1A_22VTVNLT4_L4_2	66.94525685316165	44.0	150.0	150	9.090909090909092	39651686.0
