Module	Section	Sample Name	Source
FastQC	all_sections	XN580_L_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_L_1_val_1_fastqc.zip
FastQC	all_sections	SRR24947462_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947462_1_val_1_fastqc.zip
FastQC	all_sections	XN580_F_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_F_1_val_1_fastqc.zip
FastQC	all_sections	SRR24947465_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947465_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947464_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947464_2_val_2_fastqc.zip
FastQC	all_sections	XN580_R_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_R_1_val_1_fastqc.zip
FastQC	all_sections	XN580_FB_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_FB_2_val_2_fastqc.zip
FastQC	all_sections	XN580_R_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_R_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947461_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947461_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947466_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947466_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947462_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947462_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947464_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947464_1_val_1_fastqc.zip
FastQC	all_sections	SRR24947463_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947463_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947463_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947463_1_val_1_fastqc.zip
FastQC	all_sections	XN580_S_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_S_1_val_1_fastqc.zip
FastQC	all_sections	XN580_F_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_F_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947461_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947461_1_val_1_fastqc.zip
FastQC	all_sections	XN580_FB_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_FB_1_val_1_fastqc.zip
FastQC	all_sections	SRR24947466_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947466_1_val_1_fastqc.zip
FastQC	all_sections	XN580_L_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_L_2_val_2_fastqc.zip
FastQC	all_sections	XN580_S_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/XN580_S_2_val_2_fastqc.zip
FastQC	all_sections	SRR24947465_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Noccaea_praecox_2024_12/rnaseq/2_trimmed_reads/fastqc/SRR24947465_1_val_1_fastqc.zip
