Module	Section	Sample Name	Source
FastQC	all_sections	XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_2_val_2_fastqc.zip
FastQC	all_sections	XC618_F_MKRN250017680-1A_22VTVNLT4_L4_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC618_F_MKRN250017680-1A_22VTVNLT4_L4_1_val_1_fastqc.zip
FastQC	all_sections	XC174_YL_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_YL_1_val_1_fastqc.zip
FastQC	all_sections	XC174_YL_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_YL_2_val_2_fastqc.zip
FastQC	all_sections	XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC618_FB_MKRN250017681-1A_22VTVNLT4_L6_1_val_1_fastqc.zip
FastQC	all_sections	XC174_OL_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_OL_2_val_2_fastqc.zip
FastQC	all_sections	XC174_S_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_S_1_val_1_fastqc.zip
FastQC	all_sections	XC174_S_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_S_2_val_2_fastqc.zip
FastQC	all_sections	XC174_R_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_R_1_val_1_fastqc.zip
FastQC	all_sections	XC618_F_MKRN250017680-1A_22VTVNLT4_L4_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC618_F_MKRN250017680-1A_22VTVNLT4_L4_2_val_2_fastqc.zip
FastQC	all_sections	XC174_R_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_R_2_val_2_fastqc.zip
FastQC	all_sections	XC174_OL_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174_OL_1_val_1_fastqc.zip
FastQC	all_sections	XC174YL_Macrogen_1_val_1	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174YL_Macrogen_1_val_1_fastqc.zip
FastQC	all_sections	XC174YL_Macrogen_2_val_2	/storage/brno12-cerit/home/duchmil/annotations/Cardamine_glauca_2025_06/rnaseq/2_trimmed_reads/fastqc/XC174YL_Macrogen_2_val_2_fastqc.zip
